koi_disposition,koi_period,koi_time0bk,koi_time0,koi_impact,koi_duration,koi_depth,koi_ror,koi_srho,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_ldm_coeff2,koi_ldm_coeff1,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_quarters,koi_bin_oedp_sig,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sdec,koi_fwm_srao,koi_fwm_sdeco,koi_fwm_prao,koi_fwm_pdeco,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky,koi_dikco_mra,koi_dikco_mdec,koi_dikco_msky
0,0.221600108,-0.405282978,-0.405281571,-0.234596461,-0.526640372,-0.333399614,-0.095088921,-0.143019041,-0.033605635,-0.650506362,-4.829870436,-1.277502426,-0.054087083,-0.378096555,-3.919012325,-3.775064367,-0.259437007,-0.280779957,-0.370825999,-0.453551324,-0.746089551,-0.347410005,-2.208727403,-0.711946071,-6.927474553,-9.659426113,0.472678806,-0.278105114,-2.859673746,-0.595436184,-0.854454316,-0.964792691,-0.997414937,-0.973406961,-1.027322193,-1.048072333,-0.864443614,-0.790082609,-0.791414519,0.992724344,-0.596138554,-0.860463088,0.064375108,0.033101995,0.000545949,0.008607267,0.160082128,0.180945654,-0.448074135,0.160049686,0.23603932,-0.402850656
1,-0.165234315,-0.141697107,-0.141689863,-0.117001253,-0.275835119,-0.328335834,-0.088952192,-0.060435302,-0.033082324,0.014558673,0.523748895,-0.766859846,-0.054024695,0.052887579,-0.786308907,0.854794327,-0.254537546,-0.277696969,-0.347003083,0.661048345,-0.683888895,1.239110981,0.470683715,0.693487192,-0.493970371,0.639223173,0.261612008,-0.156213726,-0.406705686,-0.849588881,1.186393884,0.407356894,0.413363077,0.393241619,0.372776988,0.402441314,0.425673363,0.351919646,0.337667764,-0.519538534,-0.849176525,1.181483375,0.010551219,-0.042318861,-0.001819202,0.005271365,0.333181386,0.369918181,-0.236100514,-0.11441922,0.056962706,-0.523786503
0,-0.446846711,-0.473557139,-0.473564376,0.018263701,-0.08335717,0.680426877,0.017475065,-0.139365692,-0.010622794,-0.537016341,-0.278248959,0.863059006,-0.034839244,-0.354280413,0.543134981,-0.540875924,0.211288812,0.730097027,0.816884865,-0.453551324,0.364883265,-0.347410005,0.470683715,-2.585357511,0.26426405,-0.810532207,0.191256409,0.014217109,0.302485761,1.637771955,-0.028873382,-0.313819399,-0.303160204,-0.313523109,-0.375210781,-0.412517269,-0.311536338,-0.279166461,-0.290461802,-0.528058325,1.626318612,-0.034436912,0.01915108,0.002331971,0.002171989,0.008977923,0.014452971,0.020668955,-0.625829156,0.007775841,0.01412477,-0.607836917
1,-0.074997788,-0.024165957,-0.024171894,-0.151426793,0.088162882,-0.324920727,-0.087150139,-0.115561385,-0.032855862,0.11588905,0.52673474,-0.750527994,-0.054016063,-0.022244362,-0.053351377,0.149966865,-0.249338824,-0.273956031,-0.325950273,4.004847352,-0.689072283,-0.347410005,0.470683715,-0.293238614,-0.155364888,0.338499921,-0.793721978,-0.142877009,-0.654227406,-1.57448937,0.298933634,0.684623296,0.543044622,0.687312571,0.733454711,0.808713855,0.843780932,0.865936954,0.873516568,1.478352423,-1.570630287,0.293575667,0.001153397,0.00697857,0.006163181,0.008699931,0.054717363,0.058463461,-0.578286501,0.035974701,0.063985318,-0.590301219
1,-0.312729941,-0.374843974,-0.374843005,-0.085622221,-0.347370638,-0.331697413,-0.091449336,-0.09065114,-0.033168013,-0.207017082,0.496279125,-0.455465864,-0.05366719,-0.142455468,0.478732855,-0.429930861,-0.253575886,-0.277604052,-0.355867424,0.661048345,-0.614777056,1.239110981,0.470683715,-0.360681426,0.189287122,0.09837016,0.472678806,-0.105813342,-0.067406249,-0.255234852,-0.910199524,-0.423024069,-0.474759015,-0.433566565,-0.458151439,-0.455155773,-0.309251597,-0.241952539,-0.176467918,2.121596633,-0.257667313,-0.916281843,0.007988176,0.011192026,0.002881535,0.008699931,0.193949374,0.11445532,-0.460186913,0.20892771,0.092075767,-0.457271787
0,0.588122131,3.963650568,3.963656847,0.156270512,3.800540292,-0.298606202,0.012202494,-0.142975232,-0.022343737,0.98158823,0.172016404,-0.86485096,-0.054060314,-0.297500473,0.510933918,-0.501718843,-0.176061148,-0.26451729,-0.313207783,-0.453551324,-0.728811591,-0.347410005,-2.206047992,-0.669419631,0.419055128,0.408070226,0.050545211,-0.127834433,0.05496404,-0.20844888,-1.386234666,1.201572675,1.065700544,1.194478416,1.266101139,1.324398407,1.339569688,1.393134193,1.369816472,1.49113211,-0.211093343,-1.392642239,0.011405566,-0.009453907,-0.002262667,0.01268448,0.160082128,0.401413602,-0.278495238,0.19012847,0.330844587,-0.327265751
0,-0.458581646,-0.480901039,-0.480907288,0.072796194,-0.579789252,-0.332932847,-0.089055854,-0.142111155,-0.032246863,-0.595450191,-3.272453903,1.951849154,0.045765129,-0.370426267,0.682672921,-0.905409704,-0.254753335,-0.278549127,-0.355756619,-0.453551324,2.244725293,-0.347410005,0.470683715,0.984427989,0.269101271,-1.160627933,-2.341545158,0.044457339,-0.170308537,1.538392286,-0.795087566,-0.659870561,-0.633258681,-0.633165448,-0.741214969,-0.790632307,-0.675571707,-0.676114971,-0.664237668,-0.523798429,1.527720566,-0.801189286,0.188255489,-0.038526751,0.000545949,0.009228115,0.479939452,-0.315982102,-0.151311066,0.581152665,-0.315235748,-0.073300471
0,-0.361954357,-0.426408945,-0.426415978,-0.197185343,-0.254719213,-0.333006716,-0.093363689,-0.112888601,-0.033296545,-0.286730312,0.541663963,-0.064590201,-0.052101195,-0.226671543,0.825277629,-0.981859243,-0.259437007,-0.280779957,-0.356975466,0.661048345,-0.746089551,-1.93393099,-2.208727403,-0.711946071,0.860451561,-0.500832141,0.12090081,-0.021450855,0.488822337,0.284180499,1.881871208,-1.844103019,-1.880952329,-1.856330133,-1.93510389,-1.983705927,-1.760062012,-1.666160375,-1.642103574,-0.528058325,-61.20917952,-12.25938708,0.017385998,0.007821261,0.002171989,0.008977923,0.009561035,0.019969057,-0.629765809,0.009655765,0.032383562,-0.623558577
1,-0.323857974,-0.305431961,-0.305430522,-0.201694175,-0.518739863,-0.328175249,-0.088865498,0.123705527,-0.032950732,-0.217825656,0.538080949,-0.489218359,-0.053733348,0.007945018,0.44193164,-0.361872124,-0.254483224,-0.277165176,-0.349440776,-0.453551324,-0.60441028,-0.347410005,0.470683715,0.391493268,0.276357103,0.435000666,0.718923403,-0.127524277,0.152304043,-0.774088456,0.944182078,0.756953662,0.648492746,0.738455345,0.792045818,0.837675857,0.892522069,0.936488349,0.890576877,3.118412164,-0.773984436,0.939223812,0.035754469,0.010349335,-0.000340983,0.008792595,0.077295527,0.08645939,-0.55103275,0.084852725,0.123677523,-0.526809899
0,-0.439056077,-0.466729392,-0.466723543,0.10569848,0.29159381,1.979024061,0.158760215,-0.13933016,-0.006108854,-0.513034818,-0.329605486,0.098728322,-0.05079273,-0.347907175,0.101520402,-0.01318764,-0.082112543,0.026308459,0.229400678,-0.453551324,-0.383252395,-0.347410005,-2.2087274,-2.585357511,0.062310065,0.300348464,0.472678806,-0.123027012,-0.07853082,-0.927177477,-1.344338806,2.596414139,2.497437192,2.60658724,2.69054987,-11.23545686,2.746208446,2.752992955,2.869572746,-0.528058325,-0.926533529,-1.350691643,-0.070231605,0.006422394,-5.319416359,0.194305801,3.861019512,0.284530595,2.478070285,0.022063263,-0.091565545,-0.516228013
0,-0.440212533,-0.450012798,-0.450013712,0.149872846,-0.494277014,-0.326494459,-0.005670256,-0.14202717,0.124021158,-0.456965343,-1.074275124,2.683516133,0.171974411,-0.359176966,-1.192655655,1.327476235,-0.254628712,-0.275973984,-0.329717618,-0.453551324,0.876310875,-0.347410005,0.470683715,-0.711946071,-1.010343733,-4.046673473,0.718923403,2.245635927,5.658967036,-0.240331375,-1.613748867,-1.212276001,-0.904411001,-1.217045455,-1.453439335,-1.621680891,-1.650394453,-1.841375928,-1.8933554,-0.528058325,-0.242807071,-1.619346808,0.022084909,0.503323648,-0.002129628,0.008977923,-0.347926562,2.585096138,1.608069983,-0.5528175,2.858282765,1.852602902
1,-0.355401382,-0.382762834,-0.382766446,-0.053633887,-0.51063825,-0.325734357,-0.087273546,-0.035440063,-0.03293237,-0.314765049,0.487321591,-0.57087762,-0.053857197,-0.136991326,-0.915113159,0.966671701,-0.24652959,-0.266652692,-0.286393152,-0.453551324,-0.561215381,-0.347410005,0.470683715,0.036294459,-0.63062187,0.576385479,0.472678806,-0.154818023,-0.523513688,-0.238950488,-1.669191907,-0.470535192,-0.405988499,-0.491812503,-0.563919801,-0.62088279,-0.559811506,-0.633474018,-0.626239707,-0.502498952,-0.241447969,-1.675770826,0.014395782,-0.009453907,0.005867537,0.01008989,-0.055539338,0.049714732,-0.571321654,0.063045607,0.172133548,-0.496575938
0,3.02097238,4.838326624,4.838326307,0.063352019,1.516862221,-0.323421934,-0.081835918,-0.142285585,-0.029468112,3.274019105,0.494487618,-0.874650071,-0.054062882,0.079525267,-0.588502377,0.682316707,-0.243276855,-0.276069487,-0.32716912,-0.453551324,-0.740906163,-0.347410005,0.470683715,0.965693874,-0.485505234,-1.483793219,-0.160521586,0.168829977,0.844808631,-0.721930497,-0.450533856,-0.88395287,-0.765560055,-0.891720585,-1.018191111,-1.085883836,-1.044938138,-1.135861975,-1.133396172,-0.528058325,-0.72183768,-0.456208642,0.167323977,0.080292699,-0.047939634,-0.006033635,1.097075935,0.369918181,0.296861731,1.069932908,0.432672465,0.295553864
1,-0.401337795,0.111973466,0.111970085,-0.067952474,0.247279136,-0.301282618,-0.079244059,-0.140883479,-0.03211833,-0.403260244,0.263383248,-0.370540232,-0.053466258,-0.33260758,-0.484232268,0.602137922,-0.231118413,-0.230594479,-0.025005903,-0.453551324,-0.421263906,-0.347410005,0.470683715,-0.464281078,-0.294434997,0.565164462,1.211412596,-0.143652399,-0.117466821,0.694293452,1.894316691,0.596692263,0.581032145,0.567979431,0.580509094,0.626896836,0.578750998,0.620945296,0.571083813,-0.528058325,0.6873657,1.889952839,0.027381864,0.021430723,0.011928235,0.014908415,-0.010759313,-0.002777636,-0.604026155,0.012663643,-0.01466794,-0.583045069
1,-0.22333927,-0.463987552,-0.463993486,-0.032308331,-0.137648033,-0.328228777,-0.088533842,-0.123919915,-0.032959912,-0.10028242,0.47716972,-0.635116238,-0.053930511,-0.148602626,0.474132703,-0.459764827,-0.253781581,-0.276121208,-0.343457346,0.661048345,-0.671794324,-0.347410005,0.470683715,-0.650872858,-0.086434486,0.217312939,-1.215855573,-0.136828963,-0.740442837,1.551182332,0.887470995,0.22085801,0.203121785,0.228448235,0.192438126,0.196489293,0.205576665,0.227873236,0.235305909,-0.493979161,1.540130026,0.882550402,0.013114261,0.049955818,0.004832784,0.004530054,0.009561035,0.065462443,-0.59039928,0.002136069,0.106120992,-0.560067257
0,3.690184579,2.320771308,2.320774458,-0.116391951,-0.008223329,-0.33069108,-0.090564198,0.203911642,-0.032990515,3.732707941,0.542261132,-0.985706666,-0.054080418,3.631217024,0.688806457,-0.487734171,-0.253085677,-0.279227835,-0.363734526,-0.453551324,-0.740906163,-0.347410005,0.470683715,1.158655253,0.553288016,0.120812194,2.44263558,-0.083792252,0.769717772,0.330124466,-1.181303018,-0.167740425,-0.207536439,-0.172170163,-0.198676537,-0.22506875,-0.086870158,-0.058208795,-0.021374198,-0.110588572,0.324709995,-1.187613674,-0.097950908,-0.025886384,0.012667344,0.010460546,-0.231272714,-0.294985155,-0.296664406,-0.246013901,-0.353860116,-0.230517073
0,2.837245342,1.53124824,1.531254532,-0.111212888,2.112129672,-0.320231645,-0.085041419,-0.136680997,-0.032491687,2.926455915,0.534497936,-0.990061827,-0.054080801,0.52826786,0.44193164,-0.361872124,-0.253187863,-0.279168976,-0.355645815,-0.453551324,-0.740906163,-0.347410005,-2.206047992,0.601877372,0.435985402,0.367674565,0.718923403,-0.119305137,0.269112046,-0.364724887,-0.713200152,1.192354099,1.0617708,1.185244304,1.254687287,1.334052408,1.398972949,1.362122591,1.47605567,1.542250855,-0.366813368,-0.719243318,-0.091543302,-0.032627913,-0.005219105,0.014537759,0.009561035,0.019969057,-0.629765809,0.009655765,0.032383562,-0.623558577
0,0.336175771,0.658645475,0.65864046,0.104175226,0.130998006,0.2832467,0.048346599,-0.098791228,-0.017355451,0.748190597,0.505833828,-0.808233872,-0.054042669,0.295700352,0.717940752,-0.709624298,-0.000865743,-0.134181519,0.406022668,-0.453551324,-0.725355999,-0.347410005,-1.940786291,-0.711946071,0.500078583,0.340744125,0.718923403,-0.115893419,0.319172618,-0.945857344,1.515398652,1.220009827,1.0617708,1.200160947,1.296538077,1.385540413,1.389833985,1.452056238,1.474504733,-0.528058325,-0.944967469,1.510760118,0.019863606,-0.003175858,0.090865129,0.083109074,0.012195154,-0.000677941,-0.611596642,-0.0283187,-0.019583769,-0.569137446
0,-0.403461389,0.177298756,0.177303173,0.027707876,0.086510958,-0.331911526,-0.091271938,-0.142293661,-0.032806898,-0.377252114,-0.107458649,0.15970057,-0.050162125,-0.347019252,0.443465024,-0.281693339,-0.253336843,-0.273285887,-0.319080409,-0.453551324,-0.407441538,-0.347410005,0.470683715,0.645902541,0.475892477,-0.63997275,1.66872399,0.021815936,1.109017209,-1.531738704,0.393292294,-0.62512362,-0.662731759,-0.656605887,-0.67349278,-0.664325794,-0.504216146,-0.452831434,-0.437025368,-0.528058325,-1.528315568,0.388030417,-0.118028073,0.028045849,-0.001213132,0.009802632,0.822374939,0.565889691,0.175733948,-3.287730954,1.524688683,2.324252708
0,-0.460955823,-0.48516087,-0.485159273,-0.040838554,-0.576485402,-0.333277569,-0.094083461,-0.133787753,-0.033474043,-0.607609836,-0.672380443,1.667674925,0.014594965,-0.365617823,0.711807216,-0.80099082,-0.25510382,-0.279125035,-0.359634768,-0.453551324,3.856758943,-0.347410005,0.470683715,1.109009849,0.698404652,0.015334635,-0.019810388,-0.092476625,0.099462327,-0.223019765,2.12293567,-1.204475667,-1.078629642,-1.137490028,-10.69561577,-11.23545686,-1.144705154,-1.041276588,-1.044217283,-0.502498952,-0.225306558,2.118599575,0.145538117,-0.038526751,0.001698959,0.009079853,0.596593299,-0.469959717,0.006155052,0.554833728,-0.459199301,-0.018879339
0,2.455536589,2.88983129,2.889834437,-0.185882798,0.681419294,-0.329438517,-0.089649751,-0.094303682,-0.033042541,2.560991025,0.541663963,-0.986795456,-0.054080528,1.270025023,0.560002205,-0.516635826,-0.259437007,-0.280779957,-0.362183266,-0.453551324,-0.746089551,-1.93393099,-2.208727403,-0.711946071,0.363427084,0.426023853,0.12090081,-0.129850448,0.032714897,-0.378889505,-0.551299947,0.559108838,0.450695643,0.551642156,0.587357406,0.648618338,0.705934903,0.718631843,0.697485195,-0.528058325,-61.20917952,-12.25938708,0.017385998,0.007821261,0.002171989,0.008977923,0.009561035,0.019969057,-0.629765809,0.009655765,0.032383562,-0.623558577
1,-0.140934693,-0.375787099,-0.375784404,-0.219363921,0.241145468,-0.325755769,-0.087622171,-0.127057846,-0.032785475,0.087178776,0.540469625,-0.679756634,-0.053970173,-0.115612874,0.070852723,0.043683359,-0.249951074,-0.273702723,-0.322293733,0.661048345,-0.680433303,1.239110981,0.470683715,-0.129502454,0.047798402,0.29137165,0.965167999,-0.12070084,-0.020126819,-1.286136561,0.370493826,0.539962565,0.401573846,0.528912034,0.582791865,0.634137337,0.674710112,0.751194026,0.695934258,1.963980502,-1.283611324,0.365159298,0.022939257,-0.003555069,0.001876346,0.01055321,-0.050647402,0.054963969,-0.572230112,-0.035462412,0.07100793,-0.575184238
1,0.029586337,-0.47956441,-0.479557949,-0.021340902,-0.322663592,-0.324160624,-0.086239703,-0.052765207,-0.032880345,0.263831399,0.518374375,-0.879005232,-0.054064029,0.241400449,-1.694072208,1.650988311,-0.251401148,-0.277259667,-0.347667908,0.661048345,-0.714989223,1.239110981,0.470683715,-0.542589677,-0.930529584,0.670642021,1.035523598,-0.160866069,-0.498483402,0.43050612,-0.858848223,0.687459781,0.760490444,0.668134031,0.62996912,0.624483336,0.55666517,0.475966055,0.472599301,-0.004091187,0.424790138,-0.86484004,0.002862092,0.043214289,-0.003888708,0.004066734,-0.178590332,-0.046521277,-0.469271497,-0.309931318,-0.118602603,-0.336335939
1,0.087301863,-0.087089063,-0.087088724,-0.151731444,-0.144543022,-0.329920272,-0.089972769,-0.052748046,-0.032907887,0.428324376,0.535095105,-0.700443647,-0.053984924,0.289211684,0.44193164,-0.361872124,-0.250157827,-0.277184002,-0.3474463,0.661048345,-0.723628203,-0.347410005,0.470683715,0.753061676,0.392450411,-0.056479873,0.683745603,-0.082706705,0.194021187,0.746038829,-1.339847724,-0.624414499,-0.694169709,-0.629613867,-0.656752464,-0.649844793,-0.480607158,-0.39468468,-0.402129281,-0.063729723,0.738926394,-1.346198345,0.067365324,0.005714534,-0.003445243,0.009070587,-0.031832266,0.184445145,-0.481384275,-0.027942716,0.214971483,-0.463318579
0,-0.460275145,-0.482879484,-0.482884225,0.053603194,-0.686417396,-0.328389362,-0.08713749,-0.134607213,-0.032871164,-0.604907693,-1.190125893,0.848904734,-0.035375665,-0.364784541,-0.406029686,0.516365268,-0.255231878,-0.279036878,-0.321739711,-0.453551324,3.220930022,1.239110981,0.470683715,1.1565945,-0.202527795,0.576385479,0.718923403,-0.145668415,-0.167527394,-2.339380856,-0.211285767,0.751280692,0.70809386,0.736324396,0.753999645,0.799864354,0.791231893,0.772902147,0.77813393,-0.528058325,-2.332297109,-0.216681172,-0.22994759,0.154028173,0.017397645,0.00091616,-1.246913792,1.488705532,0.993346484,-1.237485825,1.455164821,0.959794007
